"filepath","start","end","scientific_name","common_name","confidence","lat","lon","week","overlap","sensitivity","min_conf","species_list","model"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",0,3,"Turdus migratorius","American Robin",0.6748,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",3,6,"Turdus migratorius","American Robin",0.288,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",12,15,"Turdus migratorius","American Robin",0.2086,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",15,18,"Turdus migratorius","American Robin",0.2295,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",18,21,"Turdus migratorius","American Robin",0.4256,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",21,24,"Turdus migratorius","American Robin",0.2278,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",24,27,"Turdus migratorius","American Robin",0.2672,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",27,30,"Turdus migratorius","American Robin",0.4452,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",30,33,"Turdus migratorius","American Robin",0.5287,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",33,36,"Turdus migratorius","American Robin",0.6542,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",36,39,"Turdus migratorius","American Robin",0.6083,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",39,42,"Turdus migratorius","American Robin",0.5963,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",42,45,"Turdus migratorius","American Robin",0.5561,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",45,48,"Turdus migratorius","American Robin",0.5288,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",48,51,"Turdus migratorius","American Robin",0.6056,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190000.WAV",51,54,"Turdus migratorius","American Robin",0.5706,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",12,15,"Turdus migratorius","American Robin",0.5364,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",15,18,"Turdus migratorius","American Robin",0.3871,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",18,21,"Turdus migratorius","American Robin",0.344,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",21,24,"Turdus migratorius","American Robin",0.6306,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",24,27,"Turdus migratorius","American Robin",0.2059,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",27,30,"Turdus migratorius","American Robin",0.4134,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",30,33,"Turdus migratorius","American Robin",0.6198,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",33,36,"Turdus migratorius","American Robin",0.5741,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",36,39,"Turdus migratorius","American Robin",0.3351,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",39,42,"Turdus migratorius","American Robin",0.4536,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",42,45,"Turdus migratorius","American Robin",0.4555,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",45,48,"Turdus migratorius","American Robin",0.431,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190100.WAV",51,54,"Turdus migratorius","American Robin",0.6257,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",0,3,"Turdus migratorius","American Robin",0.228,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",3,6,"Turdus migratorius","American Robin",0.5016,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",6,9,"Turdus migratorius","American Robin",0.3073,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",9,12,"Turdus migratorius","American Robin",0.2689,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",12,15,"Turdus migratorius","American Robin",0.722,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",15,18,"Turdus migratorius","American Robin",0.4596,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",18,21,"Turdus migratorius","American Robin",0.4991,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",21,24,"Turdus migratorius","American Robin",0.5447,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",33,36,"Turdus migratorius","American Robin",0.2547,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",36,39,"Turdus migratorius","American Robin",0.3131,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",39,42,"Turdus migratorius","American Robin",0.5073,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",42,45,"Turdus migratorius","American Robin",0.634,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",45,48,"Turdus migratorius","American Robin",0.4163,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",48,51,"Turdus migratorius","American Robin",0.7136,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190200.WAV",51,54,"Turdus migratorius","American Robin",0.8435,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",0,3,"Turdus migratorius","American Robin",0.6173,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",9,12,"Turdus migratorius","American Robin",0.4744,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",12,15,"Turdus migratorius","American Robin",0.388,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",15,18,"Turdus migratorius","American Robin",0.7153,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",24,27,"Turdus migratorius","American Robin",0.7932,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",27,30,"Turdus migratorius","American Robin",0.6787,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",30,33,"Turdus migratorius","American Robin",0.7673,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",33,36,"Turdus migratorius","American Robin",0.6602,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",36,39,"Turdus migratorius","American Robin",0.3165,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",42,45,"Turdus migratorius","American Robin",0.3683,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190300.WAV",45,48,"Turdus migratorius","American Robin",0.4739,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",0,3,"Turdus migratorius","American Robin",0.466,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",12,15,"Turdus migratorius","American Robin",0.3388,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",15,18,"Turdus migratorius","American Robin",0.359,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",24,27,"Turdus migratorius","American Robin",0.4007,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",30,33,"Turdus migratorius","American Robin",0.6604,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",33,36,"Turdus migratorius","American Robin",0.4873,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190400.WAV",36,39,"Turdus migratorius","American Robin",0.542,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",6,9,"Anas platyrhynchos","Mallard",0.5224,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",9,12,"Anas platyrhynchos","Mallard",0.8243,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",12,15,"Anas platyrhynchos","Mallard",0.8155,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",21,24,"Turdus migratorius","American Robin",0.2628,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",39,42,"Turdus migratorius","American Robin",0.2012,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190800.WAV",51,54,"Turdus migratorius","American Robin",0.2823,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190900.WAV",0,3,"Turdus migratorius","American Robin",0.2212,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190900.WAV",33,36,"Turdus migratorius","American Robin",0.2283,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190900.WAV",36,39,"Turdus migratorius","American Robin",0.3046,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190900.WAV",39,42,"Turdus migratorius","American Robin",0.2638,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_190900.WAV",42,45,"Turdus migratorius","American Robin",0.3585,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191000.WAV",3,6,"Turdus migratorius","American Robin",0.6208,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191000.WAV",9,12,"Turdus migratorius","American Robin",0.3289,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191000.WAV",21,24,"Turdus migratorius","American Robin",0.217,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191000.WAV",30,33,"Turdus migratorius","American Robin",0.247,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191000.WAV",51,54,"Turdus migratorius","American Robin",0.3182,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",0,3,"Turdus migratorius","American Robin",0.3886,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",3,6,"Turdus migratorius","American Robin",0.2084,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",9,12,"Turdus migratorius","American Robin",0.3254,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",12,15,"Turdus migratorius","American Robin",0.418,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",18,21,"Turdus migratorius","American Robin",0.429,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191100.WAV",30,33,"Turdus migratorius","American Robin",0.5471,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191200.WAV",6,9,"Turdus migratorius","American Robin",0.2335,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191200.WAV",12,15,"Turdus migratorius","American Robin",0.2102,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240330_191200.WAV",15,18,"Turdus migratorius","American Robin",0.2339,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
